time [s],Chamber Pressure [Pa],Tank Pressure [Pa],Oxidizer Mass Flow Rate [kg/s],Oxidizer mass consumption [kg],Oxidizer Residual Volume [m^3],Fuel mass flow rate [kg/s],Fuel Mass Consumption [kg],"Fuel Port Diameter [,]",Oxidizer Mass Flux [kg/m^3],Fuel Regression Rate [m/s],Nozzle Throat Diameter [m],Nozzle Exit Pressure [Pa],Thrust Coefficient,Specific Exhaust Velocity [m/s],O/F,Thrust [N],Total Impulse [N-s]
t,Pc,Pt,mox,Mox,Vox,mf,Mf,Df,Gox,r,Dt,Pe,CF,cstr,of,F,I
6.4,1085432.715,1783576.437,0.73044109,7.31286407,0.003854736,0.262537785,2.306403249,0.104848087,84.60076621,0.001833968,0.0377,39872.26283,1.676868079,1219.074932,2.783328704,2567.278343,24458.72609
6.41,1084633.75,1781662.596,0.729857676,7.320165665,0.0038486,0.262374585,2.309027825,0.104903329,84.44418698,0.001831863,0.0377,39842.71467,1.676867099,1219.095316,2.782834464,2565.387122,24484.38477
6.42,1083836.41,1779753.779,0.729275451,7.327461227,0.00384247,0.262211663,2.311650741,0.104958574,84.28802337,0.001829762,0.0377,39813.22554,1.676866114,1219.115644,2.782341297,2563.499738,24510.03384
6.43,1083040.598,1777849.53,0.728694481,7.334751178,0.003836344,0.262049035,2.314272059,0.105013822,84.13228199,0.001827665,0.0377,39783.79194,1.676865124,1219.135919,2.781849097,2561.615965,24535.65478
6.44,1082246.399,1775950.265,0.728114691,7.342035121,0.003830223,0.261886683,2.316891723,0.105069073,83.97695321,0.001825572,0.0377,39754.41711,1.676864131,1219.156138,2.781357964,2559.736003,24561.26617
6.45,1081453.719,1774055.532,0.727536148,7.349313476,0.003824106,0.261724622,2.319509794,0.105124326,83.82204357,0.001823483,0.0377,39725.09758,1.676863133,1219.176305,2.780867791,2557.859631,24586.84951
6.46,1080662.643,1772165.746,0.726958776,7.356585848,0.003817995,0.261562836,2.322126216,0.105179582,83.66754354,0.001821399,0.0377,39695.83657,1.676862133,1219.196417,2.780378678,2555.987047,24612.42338
6.47,1079873.075,1770280.456,0.726382642,7.363852656,0.003811889,0.26140134,2.324741052,0.105234841,83.51345959,0.001819318,0.0377,39666.63062,1.676861129,1219.216478,2.779890519,2554.11803,24637.96926
6.48,1079085.1,1768400.074,0.725807673,7.371113505,0.003805787,0.261240117,2.327354244,0.105290103,83.35978229,0.001817242,0.0377,39637.48293,1.676860122,1219.236483,2.779403413,2552.252777,24663.50575
6.49,1078298.624,1766524.155,0.725233932,7.378368813,0.00379969,0.261079182,2.329965855,0.105345368,83.20651804,0.00181517,0.0377,39608.39008,1.676859113,1219.256439,2.778917255,2550.39107,24689.01433
6.5,1077513.731,1764653.106,0.724661348,7.385618187,0.003793598,0.260918519,2.332575828,0.105400635,83.0536575,0.001813101,0.0377,39579.35523,1.676858102,1219.27634,2.778432144,2548.533104,24714.51359
6.51,1076730.328,1762786.484,0.724089985,7.392862044,0.003787511,0.260758141,2.335184226,0.105455905,82.90120703,0.001811037,0.0377,39550.37497,1.676857088,1219.296191,2.777947974,2546.678661,24739.985
6.52,1075948.497,1760924.695,0.72351977,7.400099991,0.003781429,0.260598034,2.337790992,0.105511178,82.74915734,0.001808977,0.0377,39521.45245,1.676856073,1219.315989,2.777464844,2544.827937,24765.44717
6.53,1075168.146,1759067.3,0.722950767,7.407332444,0.003775351,0.260438211,2.340396188,0.105566453,82.59751476,0.001806921,0.0377,39492.5843,1.676855057,1219.335737,2.776982651,2542.980714,24790.88157
6.54,1074389.358,1757214.701,0.722382906,7.41455901,0.003769278,0.260278656,2.342999757,0.105621732,82.44627009,0.001804869,0.0377,39463.77362,1.676854039,1219.355433,2.77650149,2541.137187,24816.3068
6.55,1073612.04,1755366.46,0.721816248,7.421780106,0.00376321,0.260119384,2.345601762,0.105677013,82.29542957,0.001802821,0.0377,39435.01708,1.676853021,1219.37508,2.776021259,2539.297139,24841.70433
6.56,1072836.275,1753522.98,0.721250723,7.428995338,0.003757147,0.259960378,2.348202146,0.105732297,82.14498411,0.001800777,0.0377,39406.31774,1.676852002,1219.394674,2.775542055,2537.460765,24867.09275
6.57,1072061.972,1751683.825,0.720686395,7.436205125,0.003751088,0.259801654,2.35080097,0.105787583,81.99493991,0.001798737,0.0377,39377.6723,1.676850982,1219.41422,2.775063775,2535.627849,24892.45355
6.58,1071289.211,1749849.395,0.720123192,7.44340907,0.003745034,0.259643195,2.35339818,0.105842873,81.84528792,0.001796701,0.0377,39349.0838,1.676849963,1219.433714,2.774586514,2533.798583,24917.80532
6.59,1070517.902,1748019.256,0.719561177,7.450607593,0.003738985,0.259485015,2.355993835,0.105898165,81.6960343,0.001794669,0.0377,39320.54896,1.676848943,1219.453161,2.774110173,2531.972755,24943.12954
6.6,1069748.126,1746193.806,0.71900028,7.457800297,0.003732941,0.259327098,2.358587881,0.10595346,81.54717011,0.00179264,0.0377,39292.0708,1.676847924,1219.472557,2.773634844,2530.150555,24968.44479
6.61,1068979.793,1744372.615,0.718440563,7.464987602,0.003726901,0.25916946,2.361180378,0.106008757,81.39870143,0.001790616,0.0377,39263.64606,1.676846906,1219.491905,2.773160429,2528.331771,24993.73256
6.62,1068212.983,1742556.077,0.717881956,7.472169112,0.003720866,0.259012083,2.363771271,0.106064058,81.2506194,0.001788596,0.0377,39235.27773,1.676845888,1219.511203,2.77268702,2526.516592,25019.01144
6.63,1067447.607,1740743.766,0.717324521,7.479345245,0.003714836,0.258854982,2.366360621,0.106119361,81.10293005,0.001786579,0.0377,39206.96258,1.676844872,1219.530454,2.772214519,2524.70481,25044.2629
6.64,1066683.744,1738936.073,0.71676819,7.486515606,0.00370881,0.258698141,2.368948372,0.106174667,80.9556246,0.001784567,0.0377,39178.70358,1.676843857,1219.549655,2.771743018,2522.89661,25069.50554
6.65,1065921.306,1737132.574,0.716213023,7.493680613,0.003702789,0.258541575,2.371534585,0.106229976,80.80870903,0.001782558,0.0377,39150.4975,1.676842843,1219.56881,2.771272418,2521.091786,25094.72084
6.66,1065160.372,1735333.658,0.715658951,7.500839871,0.003696773,0.258385268,2.374119204,0.106285287,80.66217465,0.001780553,0.0377,39122.34732,1.676841832,1219.587914,2.770802813,2519.290522,25119.92739
6.67,1064400.854,1733538.905,0.715106036,7.507993796,0.003690762,0.258229234,2.376702291,0.106340601,80.51602736,0.001778553,0.0377,39094.24981,1.676840822,1219.606974,2.770334104,2517.492613,25145.10667
6.68,1063642.83,1731748.702,0.714554209,7.515141995,0.003684755,0.258073456,2.379283789,0.106395918,80.37025856,0.001776555,0.0377,39066.20793,1.676839815,1219.625983,2.769866383,2515.698244,25170.27726
6.69,1062886.213,1729962.629,0.714003532,7.522284884,0.003678752,0.25791795,2.381863761,0.106451238,80.22487411,0.001774562,0.0377,39038.21848,1.67683881,1219.644948,2.769399552,2513.907208,25195.42064
6.7,1062131.081,1728181.072,0.713453935,7.529422069,0.003672755,0.2577627,2.384442149,0.106506561,80.07986547,0.001772573,0.0377,39010.28439,1.676837807,1219.663864,2.768933703,2512.11969,25220.55541
6.71,1061377.348,1726403.615,0.71290548,7.536553966,0.003666761,0.25760772,2.387019016,0.106561886,79.93523847,0.001770587,0.0377,38982.40248,1.676836808,1219.682735,2.768468739,2510.335486,25245.66305
6.72,1060625.089,1724630.639,0.7123581,7.543680182,0.003660773,0.257452994,2.389594305,0.106617214,79.79098463,0.001768606,0.0377,38954.57566,1.676835811,1219.701557,2.768004752,2508.554778,25270.76213
6.73,1059874.221,1722861.732,0.711811852,7.550801132,0.003654789,0.257298535,2.392168077,0.106672545,79.64710972,0.001766628,0.0377,38926.80077,1.676834818,1219.720335,2.767541643,2506.777364,25295.83415
6.74,1059124.818,1721097.274,0.711266672,7.557916423,0.00364881,0.25714433,2.394740276,0.106727879,79.50360535,0.001764654,0.0377,38899.0807,1.676833828,1219.739065,2.767079505,2505.003424,25320.89769
6.75,1058376.796,1719336.853,0.710722619,7.56502647,0.003642835,0.256990391,2.397310964,0.106783215,79.36047725,0.001762683,0.0377,38871.41231,1.676832841,1219.757751,2.76661824,2503.232758,25345.93423
6.76,1057630.231,1717580.849,0.710179625,7.572130879,0.003636865,0.256836703,2.399880085,0.106838554,79.21771709,0.001760717,0.0377,38843.79847,1.676831859,1219.776389,2.76615794,2501.465545,25370.96236
6.77,1056885.039,1715828.852,0.709637751,7.579230066,0.003630899,0.25668328,2.402447699,0.106893896,79.07533054,0.001758754,0.0377,38816.23607,1.67683088,1219.794983,2.765698508,2499.701586,25395.96355
6.78,1056141.294,1714081.239,0.70909693,7.586323637,0.003624938,0.256530108,2.405013751,0.106949241,78.93330937,0.001756795,0.0377,38788.72794,1.676829905,1219.81353,2.765240034,2497.941059,25420.9564
6.79,1055398.913,1712337.603,0.70855722,7.593412008,0.003618982,0.256377198,2.407578302,0.107004588,78.79165919,0.00175484,0.0377,38761.27099,1.676828935,1219.832033,2.764782424,2496.183766,25445.92239
6.8,1054657.97,1710598.318,0.708018557,7.600494785,0.00361303,0.256224537,2.410141296,0.107059939,78.65037183,0.001752888,0.0377,38733.86804,1.676827969,1219.850489,2.764325766,2494.429884,25470.88009
6.81,1053918.383,1708862.981,0.707480999,7.607572383,0.003607082,0.256072138,2.412702794,0.107115292,78.50945286,0.00175094,0.0377,38706.51602,1.676827008,1219.868903,2.763869967,2492.679216,25495.81099
6.82,1053180.225,1707131.964,0.70694448,7.614644409,0.003601139,0.255919986,2.41526274,0.107170647,78.36889419,0.001748996,0.0377,38679.21773,1.676826051,1219.887269,2.763415114,2490.931939,25520.73368
6.83,1052443.415,1705404.865,0.706409058,7.621711276,0.003595201,0.255768094,2.417821194,0.107226006,78.22870134,0.001747055,0.0377,38651.97011,1.6768251,1219.905592,2.762961113,2489.187856,25545.62964
6.84,1051708.025,1703682.054,0.705874669,7.628772593,0.003589267,0.255616448,2.420378102,0.107281367,78.08886629,0.001745118,0.0377,38624.77594,1.676824153,1219.923869,2.762508054,2487.447143,25570.51745
6.85,1050973.973,1701963.131,0.705341371,7.635828773,0.003583337,0.255465061,2.422933524,0.107336731,77.94939449,0.001743185,0.0377,38597.63219,1.676823212,1219.942103,2.762055843,2485.709606,25595.3786
6.86,1050241.333,1700248.466,0.704809099,7.642879424,0.003577412,0.255313918,2.425487404,0.107392098,77.81027803,0.001741256,0.0377,38570.54162,1.676822276,1219.960291,2.761604567,2483.975418,25620.23166
6.87,1049510.024,1698537.661,0.70427791,7.649924959,0.003571492,0.255163033,2.428039803,0.107447468,77.67152229,0.00173933,0.0377,38543.50121,1.676821345,1219.978436,2.761154134,2482.244385,25645.05811
6.88,1048780.117,1696831.081,0.703747741,7.656964986,0.003565576,0.25501239,2.430590666,0.10750284,77.53311943,0.001737408,0.0377,38516.5137,1.67682042,1219.996535,2.76070463,2480.516681,25669.87655
6.89,1048051.533,1695128.333,0.703218648,7.663999918,0.003559664,0.254862003,2.433140052,0.107558215,77.39507479,0.001735489,0.0377,38489.57609,1.676819501,1220.014592,2.760255964,2478.792115,25694.66846
6.9,1047324.342,1693429.781,0.702690569,7.671029362,0.003553757,0.254711858,2.435687907,0.107613593,77.25738059,0.001733574,0.0377,38462.69111,1.676818587,1220.032603,2.759808222,2477.070856,25719.45241
6.91,1046598.466,1691735.031,0.702163559,7.678053733,0.003547854,0.254561967,2.43823429,0.107668974,77.12004213,0.001731663,0.0377,38435.85577,1.67681768,1220.050572,2.759361313,2475.352716,25744.20989
6.92,1045873.975,1690044.447,0.701637555,7.685072637,0.003541956,0.254412316,2.440779147,0.107724357,76.9830517,0.001729755,0.0377,38409.07277,1.676816779,1220.068496,2.758915323,2473.637863,25768.95947
6.93,1045150.79,1688357.638,0.701112615,7.692086487,0.003536062,0.254262918,2.443322537,0.107779743,76.84641457,0.001727851,0.0377,38382.33917,1.676815883,1220.086377,2.758470161,2471.926109,25793.68265
6.94,1044428.982,1686674.964,0.700588675,7.699094892,0.003530172,0.254113759,2.445864406,0.107835132,76.71012306,0.00172595,0.0377,38355.65762,1.676814995,1220.104213,2.758025911,2470.217624,25818.39801
6.95,1043708.471,1684996.037,0.70006579,7.706098264,0.003524287,0.253964852,2.448404813,0.107890524,76.57418242,0.001724053,0.0377,38329.02521,1.676814112,1220.122007,2.757582485,2468.512219,25843.08702
6.96,1042989.329,1683321.216,0.6995439,7.713096211,0.003518407,0.253816182,2.450943704,0.107945919,76.43858504,0.00172216,0.0377,38302.44458,1.676813236,1220.139755,2.757139967,2466.810062,25867.76826
6.97,1042271.477,1681650.114,0.699023059,7.720089146,0.00351253,0.253667762,2.453481138,0.108001316,76.3033361,0.00172027,0.0377,38275.91281,1.676812367,1220.157462,2.756698267,2465.110966,25892.42323
6.98,1041554.984,1679983.088,0.698503206,7.727076676,0.003506658,0.253519579,2.45601706,0.108056716,76.16842808,0.001718384,0.0377,38249.43256,1.676811504,1220.175124,2.756257469,2463.415099,25917.07049
6.99,1040839.774,1678319.755,0.697984395,7.734059213,0.003500791,0.253371644,2.45855153,0.108112119,76.03386612,0.001716501,0.0377,38223.0009,1.676810648,1220.192744,2.755817484,2461.722275,25941.69154
7,1040125.915,1676660.469,0.697466566,7.741036367,0.003494927,0.253223944,2.461084493,0.108167524,75.89964275,0.001714622,0.0377,38196.62047,1.6768098,1220.210318,2.755378397,2460.032659,25966.30495
7.01,1039413.329,1675004.849,0.696949773,7.748008548,0.003489068,0.253076491,2.46361601,0.108222933,75.76576306,0.001712746,0.0377,38170.28838,1.676808958,1220.227852,2.754940119,2458.346068,25990.8922
7.02,1038702.087,1673353.247,0.696433956,7.754975366,0.003483214,0.252929272,2.466146024,0.108278344,75.63221967,0.001710873,0.0377,38144.00723,1.676808123,1220.24534,2.754502733,2456.662666,26015.47188
7.03,1037992.111,1671705.283,0.695919168,7.761937231,0.003477364,0.252782299,2.468674596,0.108333758,75.49901761,0.001709005,0.0377,38117.77416,1.676807295,1220.262786,2.75406615,2454.982271,26040.02547
7.04,1037283.47,1670061.309,0.695405349,7.768893752,0.003471518,0.252635558,2.471201671,0.108389175,75.36614956,0.001707139,0.0377,38091.59176,1.676806474,1220.280188,2.753630455,2453.305045,26064.57154
7.05,1036576.088,1668420.948,0.694892554,7.775845341,0.003465676,0.252489062,2.473727308,0.108444594,75.23362051,0.001705278,0.0377,38065.45716,1.676805661,1220.297548,2.753195558,2451.630807,26089.09158
7.06,1035870.032,1666784.548,0.694380722,7.782791607,0.003459839,0.252342796,2.476251453,0.108500016,75.10142322,0.001703419,0.0377,38039.37295,1.676804855,1220.314863,2.752761544,2449.959719,26113.60416
7.07,1035165.226,1665151.734,0.693869907,7.789732959,0.003454006,0.252196774,2.478774165,0.108555441,74.96956262,0.001701564,0.0377,38013.33628,1.676804056,1220.332137,2.752328324,2448.291602,26138.09078
7.08,1034461.739,1663522.853,0.693360049,7.796669008,0.003448177,0.252050982,2.481295389,0.108610869,74.83803153,0.001699713,0.0377,37987.34971,1.676803265,1220.349365,2.751895981,2446.626616,26162.57001
7.09,1033759.496,1661897.533,0.692851202,7.803600164,0.003442353,0.251905431,2.483815185,0.1086663,74.70683486,0.001697865,0.0377,37961.41042,1.676802482,1220.366552,2.751464428,2444.964582,26187.02332
7.1,1033058.562,1660276.118,0.692343306,7.810526035,0.003436533,0.251760109,2.486333498,0.108721733,74.57596547,0.00169602,0.0377,37935.52095,1.676801706,1220.383694,2.751033746,2443.30566,26211.46931
7.11,1032358.864,1658658.238,0.691836415,7.817447033,0.003430717,0.251615028,2.488850388,0.108777169,74.44542823,0.001694179,0.0377,37909.67849,1.676800937,1220.400795,2.750603851,2441.649673,26235.88945
7.12,1031660.469,1657044.236,0.691330469,7.824362767,0.003424905,0.251470174,2.4913658,0.108832608,74.31521607,0.001692341,0.0377,37883.88557,1.676800177,1220.417851,2.750174822,2439.996779,26260.30231
7.13,1030963.301,1655433.743,0.690825521,7.831273646,0.003419098,0.251325559,2.493879793,0.108888049,74.18533382,0.001690506,0.0377,37858.13939,1.676799423,1220.434865,2.749746574,2438.346801,26284.68939
7.14,1030267.428,1653827.101,0.690321513,7.83817928,0.003413295,0.25118117,2.496392312,0.108943494,74.05577446,0.001688675,0.0377,37832.44246,1.676798678,1220.451834,2.749319188,2436.699898,26309.06926
7.15,1029572.775,1652223.944,0.689818497,7.845080079,0.003407496,0.251037019,2.498903417,0.108998941,73.92654279,0.001686848,0.0377,37806.79201,1.67679794,1220.468762,2.748892578,2435.055894,26333.4234
7.16,1028879.409,1650624.61,0.689316415,7.851975653,0.003401701,0.250893093,2.501413053,0.109054391,73.79763185,0.001685023,0.0377,37781.19053,1.676797211,1220.485644,2.748466826,2433.414945,26357.77039
7.17,1028187.256,1649028.735,0.688815319,7.858866411,0.003395911,0.250749403,2.503921279,0.109109844,73.66904638,0.001683203,0.0377,37755.63526,1.676796489,1220.502486,2.748041846,2431.776879,26382.09171
7.18,1027496.381,1647436.657,0.688315151,7.865751963,0.003390124,0.250605937,2.506428042,0.109165299,73.54077951,0.001681385,0.0377,37730.12867,1.676795775,1220.519281,2.747617718,2430.141849,26406.40593
7.19,1026806.712,1645848.014,0.687815963,7.872632717,0.003384342,0.250462706,2.508933399,0.109220757,73.41283592,0.001679571,0.0377,37704.66803,1.676795069,1220.536036,2.747194358,2428.509684,26430.69455
7.2,1026118.314,1644263.142,0.687317698,7.879508285,0.003378564,0.250319698,2.511437296,0.109276219,73.2852088,0.00167776,0.0377,37679.25578,1.67679437,1220.552745,2.746771845,2426.880537,26454.97614
7.21,1025431.115,1642681.68,0.686820406,7.886379075,0.003372791,0.250176924,2.513939794,0.109331682,73.1579028,0.001675952,0.0377,37653.88922,1.67679368,1220.569412,2.746350096,2425.254237,26479.23217
7.22,1024745.178,1641103.962,0.686324032,7.893244696,0.003367021,0.250034371,2.516440836,0.109387149,73.03091116,0.001674148,0.0377,37628.57076,1.676792998,1220.586034,2.745929189,2423.630938,26503.48123
7.23,1024060.433,1639529.63,0.685828626,7.900105559,0.003361256,0.249892051,2.518940482,0.109442618,72.9042385,0.001672347,0.0377,37603.29771,1.676792323,1220.602614,2.745509042,2422.010469,26527.7048
7.24,1023376.943,1637959.016,0.685334131,7.906961272,0.003355495,0.249749951,2.521438677,0.10949809,72.77787811,0.001670549,0.0377,37578.07249,1.676791657,1220.619149,2.745089733,2420.392982,26551.92145
7.25,1022694.638,1636391.765,0.684840599,7.913812244,0.003349738,0.249608082,2.523935482,0.109553565,72.65183456,0.001668755,0.0377,37552.89241,1.676790998,1220.635642,2.744671179,2418.778308,26576.11267
7.26,1022013.58,1634828.206,0.684347972,7.920658087,0.003343985,0.249466432,2.52643084,0.109609043,72.52610121,0.001666964,0.0377,37527.75987,1.676790348,1220.652089,2.744253458,2417.166598,26600.29703
7.27,1021333.699,1633267.985,0.683856302,7.927499207,0.003338236,0.249325013,2.528924811,0.109664523,72.40068259,0.001665176,0.0377,37502.67221,1.676789705,1220.668495,2.743836488,2415.557684,26624.45601
7.28,1020655.058,1631711.432,0.683365533,7.934335216,0.003332491,0.249183811,2.531417341,0.109720007,72.27557213,0.001663391,0.0377,37477.6318,1.676789071,1220.684855,2.743420346,2413.951717,26648.60819
7.29,1019977.587,1630158.193,0.682875713,7.941166521,0.003326751,0.249042838,2.533908488,0.109775493,72.1507743,0.00166161,0.0377,37452.636,1.676788444,1220.701173,2.743004951,2412.348528,26672.73505
7.3,1019301.349,1628608.597,0.68238679,7.947992733,0.003321015,0.248902082,2.536398198,0.109830981,72.02628259,0.001659832,0.0377,37427.68716,1.676787825,1220.717444,2.742590381,2410.748268,26696.85517
7.31,1018626.274,1627062.291,0.681898811,7.95481426,0.003315282,0.248761553,2.538886531,0.109886473,71.90210145,0.001658057,0.0377,37402.78266,1.676787214,1220.733674,2.742176553,2409.150771,26720.95003
7.32,1017952.424,1625519.603,0.681411722,7.961630712,0.003309554,0.248621241,2.54137343,0.109941967,71.7782244,0.001656285,0.0377,37377.92485,1.676786612,1220.749858,2.741763545,2407.556184,26745.0382
7.33,1017279.73,1623980.183,0.680925572,7.968442498,0.00330383,0.248481154,2.543858956,0.109997464,71.65465587,0.001654517,0.0377,37353.11111,1.676786017,1220.766,2.741351275,2405.964344,26769.10116
7.34,1016608.254,1622444.355,0.680440307,7.975249227,0.00329811,0.248341282,2.546343054,0.110052964,71.53138943,0.001652752,0.0377,37328.34376,1.67678543,1220.782095,2.74093982,2404.375396,26793.15749
7.35,1015937.926,1620911.773,0.679955975,7.982051307,0.003292394,0.248201635,2.548825783,0.110108467,71.40842947,0.00165099,0.0377,37303.62022,1.67678485,1220.798148,2.740529099,2402.789179,26817.18868
7.36,1015268.81,1619382.758,0.679472523,7.988848349,0.003286682,0.248062202,2.551307087,0.110163972,71.28576961,0.001649231,0.0377,37278.94278,1.676784279,1220.814155,2.74011919,2401.205837,26841.21329
7.37,1014600.835,1617856.966,0.678989999,7.99564076,0.003280974,0.247922993,2.553787027,0.110219481,71.16341422,0.001647475,0.0377,37254.30889,1.676783715,1220.830119,2.73971001,2399.625208,26865.2128
7.38,1013934.064,1616334.718,0.678508349,8.002428152,0.00327527,0.247783995,2.556265548,0.110274992,71.04135697,0.001645723,0.0377,37229.72081,1.67678316,1220.846037,2.739301637,2398.047438,26889.2058
7.39,1013268.429,1614815.669,0.678027621,8.009210931,0.003269571,0.247645221,2.558742708,0.110330505,70.91960217,0.001643973,0.0377,37205.17601,1.676782611,1220.861912,2.73889399,2396.472364,26913.17376
7.4,1012603.989,1613300.141,0.677547763,8.015988707,0.003263875,0.247506658,2.561218453,0.110386022,70.79814356,0.001642227,0.0377,37180.67674,1.676782071,1220.877741,2.738487146,2394.900132,26937.13526
7.41,1011940.678,1611787.79,0.677068821,8.022761889,0.003258183,0.247368316,2.563692842,0.110441541,70.67698543,0.001640484,0.0377,37156.22048,1.676781538,1220.893526,2.738081023,2393.330581,26961.07177
7.42,1011278.556,1610278.934,0.676590743,8.029530087,0.003252496,0.247230185,2.56616582,0.110497063,70.55612155,0.001638744,0.0377,37131.80947,1.676781013,1220.909265,2.737675698,2391.763854,26985.00188
7.43,1010617.556,1608773.235,0.676113577,8.036293707,0.003246812,0.247092274,2.568637446,0.110552588,70.43555617,0.001637007,0.0377,37107.44119,1.676780496,1220.924961,2.737271092,2390.199792,27008.90706
7.44,1009957.738,1607271.007,0.67563727,8.043052361,0.003241132,0.246954572,2.571107666,0.110608116,70.31528314,0.001635274,0.0377,37083.11788,1.676779986,1220.94061,2.736867279,2388.638538,27032.80588
7.45,1009299.035,1605771.914,0.675161869,8.049806455,0.003235457,0.246817089,2.573576539,0.110663646,70.19530665,0.001633543,0.0377,37058.83704,1.676779483,1220.956216,2.736464181,2387.079932,27056.67984
7.46,1008641.507,1604276.269,0.674687322,8.056555601,0.003229785,0.246679814,2.576044009,0.110719179,70.07562061,0.001631816,0.0377,37034.60088,1.676778988,1220.971775,2.736061871,2385.524117,27080.54749
7.47,1007985.088,1602783.736,0.674213676,8.063300205,0.003224117,0.246542758,2.578510136,0.110774715,69.95622918,0.001630092,0.0377,37010.40692,1.6767785,1220.98729,2.735660273,2383.970935,27104.39033
7.48,1007329.836,1601294.629,0.673740878,8.070039878,0.003218454,0.246405908,2.580974864,0.110830254,69.8371263,0.00162837,0.0377,36986.25737,1.67677802,1221.002759,2.735259459,2382.420527,27128.22692
7.49,1006675.687,1599808.613,0.673268977,8.076775025,0.003212794,0.246269275,2.583438254,0.110885795,69.71831612,0.001626652,0.0377,36962.14973,1.676777546,1221.018183,2.734859352,2380.872736,27152.03875
7.5,1006022.699,1598325.999,0.672797919,8.08350526,0.003207138,0.246132848,2.585900251,0.11094134,69.59979262,0.001624937,0.0377,36938.08623,1.676777081,1221.03356,2.734460026,2379.327703,27175.84438
7.51,1005370.806,1596846.455,0.672327751,8.090230987,0.003201487,0.245996637,2.588360912,0.110996887,69.48155991,0.001623225,0.0377,36914.06438,1.676776622,1221.048894,2.734061402,2377.785272,27199.62531
7.52,1004720.068,1595370.29,0.671858423,8.096951818,0.003195839,0.24586063,2.590820184,0.111052437,69.36361204,0.001621516,0.0377,36890.08637,1.67677617,1221.06418,2.733663556,2376.245581,27223.4001
7.53,1004070.418,1593897.174,0.671389979,8.103668158,0.003190195,0.245724839,2.593278125,0.111107989,69.24595307,0.00161981,0.0377,36866.14976,1.676775725,1221.079422,2.733266408,2374.708477,27247.15023
7.54,1003421.916,1592427.415,0.67092237,8.11037962,0.003184555,0.245589251,2.595734682,0.111163545,69.12857709,0.001618108,0.0377,36842.2567,1.676775287,1221.094617,2.732870033,2373.174098,27270.89428
7.55,1002774.497,1590960.684,0.670455641,8.117086609,0.003178919,0.245453876,2.598189911,0.111219103,69.01148814,0.001616408,0.0377,36818.40477,1.676774856,1221.109767,2.732474354,2371.642289,27294.61372
7.56,1002128.219,1589497.288,0.669989741,8.123788736,0.003173287,0.245318705,2.60064376,0.111274664,68.89468037,0.001614711,0.0377,36794.59612,1.676774432,1221.124869,2.732079442,2370.113189,27318.32713
7.57,1001483.017,1588036.899,0.669524716,8.130486406,0.003167658,0.245183746,2.603096286,0.111330228,68.77815776,0.001613017,0.0377,36770.82832,1.676774014,1221.139928,2.731685223,2368.586645,27342.01599
7.58,1000838.949,1586579.822,0.669060515,8.137179233,0.003162034,0.245048988,2.605547435,0.111385794,68.66191453,0.001611326,0.0377,36747.10352,1.676773603,1221.154938,2.731291768,2367.062793,27365.69887
7.59,1000195.951,1585125.732,0.668597185,8.14386762,0.003156414,0.244914442,2.607997266,0.111441363,68.54595462,0.001609639,0.0377,36723.41931,1.676773199,1221.169903,2.730899001,2365.541482,27389.35726
7.6,999554.0804,1583674.932,0.668134674,8.150551179,0.003150797,0.244780096,2.610445725,0.111496935,68.43027229,0.001607954,0.0377,36699.77783,1.676772801,1221.184821,2.730506994,2364.022847,27413.00971
7.61,998913.2739,1582227.099,0.667673027,8.157230316,0.003145185,0.244645961,2.612892869,0.11155251,68.31487144,0.001606272,0.0377,36676.17665,1.676772409,1221.199694,2.730115672,2362.506738,27436.63772
7.62,998273.5884,1580782.535,0.667212196,8.163904642,0.003139576,0.244512025,2.615338645,0.111608088,68.19974637,0.001604593,0.0377,36652.6179,1.676772024,1221.214519,2.729725106,2360.99329,27460.25985
7.63,997634.9608,1579340.916,0.666752224,8.170574563,0.003133971,0.244378299,2.61778311,0.111663668,68.08490096,0.001602917,0.0377,36629.09918,1.676771644,1221.2293,2.72933522,2359.482353,27483.8576
7.64,996997.448,1577902.545,0.666293063,8.17723969,0.00312837,0.244244771,2.620226211,0.111719251,67.97032956,0.001601245,0.0377,36605.62257,1.67677127,1221.244034,2.728946086,2357.974061,27507.44951
7.65,996360.9873,1576467.101,0.665834755,8.183900427,0.003122773,0.244111451,2.622668006,0.111774837,67.85603601,0.001599575,0.0377,36582.1857,1.676770902,1221.258723,2.728557629,2356.468266,27531.01709
7.66,995725.6351,1575034.882,0.665377253,8.190556387,0.00311718,0.243978329,2.625108441,0.111830426,67.74201469,0.001597908,0.0377,36558.79066,1.676770539,1221.273366,2.728169919,2354.965101,27554.57888
7.67,995091.3291,1573605.57,0.664920601,8.197207975,0.00311159,0.243845413,2.627547574,0.111886018,67.62826944,0.001596244,0.0377,36535.43507,1.676770182,1221.287965,2.727782883,2353.464418,27578.1164
7.68,994458.1253,1572179.463,0.664464749,8.203854802,0.003106004,0.243712694,2.62998535,0.111941612,67.51479467,0.001594583,0.0377,36512.12101,1.676769829,1221.302517,2.72739659,2351.96635,27601.64818
7.69,993825.9621,1570756.242,0.664009741,8.210497273,0.003100422,0.243580181,2.632421828,0.111997209,67.40159418,0.001592924,0.0377,36488.84614,1.676769482,1221.317027,2.727010966,2350.470751,27625.15573
