time [s],Chamber Pressure [Pa],Tank Pressure [Pa],Oxidizer Mass Flow Rate [kg/s],Oxidizer mass consumption [kg],Oxidizer Residual Volume [m^3],Fuel mass flow rate [kg/s],Fuel Mass Consumption [kg],"Fuel Port Diameter [,]",Oxidizer Mass Flux [kg/m^3],Fuel Regression Rate [m/s],Nozzle Throat Diameter [m],Nozzle Exit Pressure [Pa],Thrust Coefficient,Specific Exhaust Velocity [m/s],O/F,Thrust [N],Total Impulse [N-s]
t,Pc,Pt,mox,Mox,Vox,mf,Mf,Df,Gox,r,Dt,Pe,CF,cstr,of,F,I
13.72,738380.6007,1044932.744,0.48404629,11.5975142,0.00025419,0.187873154,3.913659034,0.146033594,28.89957559,0.000942263,0.0377,27080.58435,1.676556318,1225.906363,2.577154855,1746.101868,39739.46642
13.73,738092.4099,1044392.952,0.483847691,11.60235376,0.000250123,0.187807676,3.915537451,0.146090896,28.86506142,0.000941566,0.0377,27069.97651,1.676556041,1225.909916,2.576995432,1745.420074,39756.91941
13.74,737804.5192,1043853.879,0.4836493,11.60719115,0.000246058,0.187742257,3.917415188,0.146148201,28.83060375,0.000940869,0.0377,27059.37978,1.676555764,1225.913461,2.576836211,1744.738991,39774.37482
13.75,737516.9165,1043315.418,0.483451126,11.61202675,0.000241994,0.187676899,3.919292296,0.146205508,28.79620301,0.000940172,0.0377,27048.79372,1.676555488,1225.916999,2.576677173,1744.058589,39791.81419
13.76,737229.6129,1042777.675,0.483253159,11.61686018,0.000237933,0.1876116,3.921168726,0.146262818,28.76185855,0.000939477,0.0377,27038.21873,1.676555213,1225.920529,2.576518336,1743.378896,39809.256
13.77,736942.5963,1042240.542,0.483055409,11.62169181,0.000233872,0.187546363,3.923044529,0.146320131,28.72757078,0.000938782,0.0377,27027.65437,1.676554938,1225.924052,2.576359683,1742.699882,39826.68177
13.78,736655.8778,1041704.123,0.482857865,11.62652129,0.000229814,0.187481185,3.924919653,0.146377447,28.69333904,0.000938089,0.0377,27017.10106,1.676554664,1225.927567,2.576201229,1742.021573,39844.11
13.79,736369.4454,1041168.312,0.482660537,11.63134897,0.000225757,0.187416068,3.926794152,0.146434766,28.65916374,0.000937396,0.0377,27006.55833,1.67655439,1225.931075,2.576042958,1741.343942,39861.52221
13.8,736083.3101,1040633.212,0.482463415,11.6361745,0.000221702,0.187351009,3.928667975,0.146492088,28.62504425,0.000936704,0.0377,26996.02662,1.676554117,1225.934575,2.575884887,1740.667014,39878.93688
13.81,735797.4598,1040098.718,0.482266507,11.64099824,0.000217649,0.187286012,3.930541173,0.146549413,28.59098096,0.000936013,0.0377,26985.50545,1.676553844,1225.938068,2.575726998,1739.990762,39896.33555
13.82,735511.9057,1039564.932,0.482069805,11.64581983,0.000213597,0.187221073,3.932413695,0.14660674,28.55697323,0.000935322,0.0377,26974.99526,1.676553572,1225.941554,2.575569307,1739.31521,39913.7367
13.83,735226.6358,1039031.75,0.481873316,11.65063964,0.000209547,0.187156195,3.934285594,0.14666407,28.52302146,0.000934632,0.0377,26964.49559,1.676553301,1225.945032,2.575411798,1738.640331,39931.12186
13.84,734941.661,1038499.274,0.481677032,11.6554573,0.000205498,0.187091375,3.93615682,0.146721404,28.48912503,0.000933944,0.0377,26954.00685,1.67655303,1225.948502,2.575254487,1737.966151,39948.5095
13.85,734656.9694,1037967.398,0.481480962,11.66027318,0.000201451,0.187026616,3.938027422,0.14677874,28.45528432,0.000933256,0.0377,26943.5286,1.676552759,1225.951966,2.575097357,1737.292641,39965.88118
13.86,734372.5719,1037436.226,0.481285095,11.66508692,0.000197406,0.186961915,3.939897352,0.146836079,28.42149871,0.000932569,0.0377,26933.06125,1.676552489,1225.955421,2.574940424,1736.619828,39983.25536
13.87,734088.4568,1036905.652,0.481089441,11.66989888,0.000193362,0.186897274,3.941766661,0.14689342,28.38776859,0.000931882,0.0377,26922.60434,1.67655222,1225.95887,2.574783672,1735.947683,40000.61358
13.88,733804.6348,1036375.78,0.480893989,11.6747087,0.00018932,0.186832691,3.943635298,0.146950765,28.35409333,0.000931197,0.0377,26912.1583,1.676551951,1225.962311,2.574627116,1735.276232,40017.97432
13.89,733521.0942,1035846.503,0.48069875,11.67951676,0.00018528,0.186768169,3.945503315,0.147008113,28.32047332,0.000930512,0.0377,26901.72268,1.676551683,1225.965745,2.57447074,1734.605447,40035.31911
13.9,733237.8457,1035317.924,0.480503713,11.68432268,0.000181241,0.186703704,3.947370661,0.147065463,28.28690795,0.000929828,0.0377,26891.29788,1.676551415,1225.969171,2.57431456,1733.935354,40052.66643
13.91,732954.8777,1034789.939,0.480308887,11.68912684,0.000177204,0.1866393,3.949237389,0.147122816,28.2533976,0.000929145,0.0377,26880.88346,1.676551148,1225.972591,2.574158559,1733.265925,40069.99782
13.92,732672.2009,1034262.65,0.480114263,11.69392886,0.000173169,0.186574953,3.951103447,0.147180172,28.21994165,0.000928463,0.0377,26870.47984,1.676550881,1225.976002,2.574002754,1732.597185,40087.33175
13.93,732389.8037,1033735.951,0.479919849,11.69872912,0.000169135,0.186510666,3.952968888,0.147237531,28.18654049,0.000927781,0.0377,26860.08656,1.676550615,1225.979407,2.573847126,1731.929107,40104.64976
13.94,732107.6966,1033209.946,0.479725636,11.70352726,0.000165103,0.186446436,3.954833661,0.147294893,28.1531935,0.0009271,0.0377,26849.70403,1.67655035,1225.982804,2.573691694,1731.261717,40121.97033
13.95,731825.8682,1032684.53,0.479531633,11.70832364,0.000161073,0.186382267,3.956697817,0.147352258,28.11990107,0.000926421,0.0377,26839.33182,1.676550085,1225.986194,2.57353644,1730.594985,40139.275
13.96,731544.3291,1032159.805,0.47933783,11.71311789,0.000157044,0.186318154,3.958561306,0.147409626,28.08666259,0.000925742,0.0377,26828.97033,1.67654982,1225.989577,2.57338138,1729.928939,40156.58223
13.97,731263.0676,1031635.666,0.479144236,11.71791039,0.000153016,0.186254101,3.96042418,0.147466996,28.05347843,0.000925063,0.0377,26818.61912,1.676549556,1225.992953,2.573226496,1729.26355,40173.87358
13.98,730982.0945,1031112.215,0.478950841,11.72270078,0.000148991,0.186190105,3.962286389,0.14752437,28.02034799,0.000924386,0.0377,26808.27859,1.676549293,1225.996321,2.573071807,1728.598844,40191.16751
13.99,730701.3982,1030589.348,0.478757655,11.72748941,0.000144967,0.186126168,3.964147983,0.147581746,27.98727165,0.000923709,0.0377,26797.94831,1.67654903,1225.999682,2.572917294,1727.934793,40208.44556
14,730420.9892,1030067.167,0.478564668,11.73227593,0.000140945,0.186062289,3.966008912,0.147639125,27.9542488,0.000923033,0.0377,26787.62868,1.676548768,1226.003036,2.572762974,1727.271423,40225.72621
14.01,730140.8561,1029545.568,0.478371888,11.7370607,0.000136924,0.185998468,3.967869229,0.147696507,27.92127983,0.000922358,0.0377,26777.31925,1.676548506,1226.006383,2.57260883,1726.608705,40242.99099
14.02,729861.0094,1029024.651,0.478179307,11.74184337,0.000132905,0.185934704,3.969728882,0.147753892,27.88836412,0.000921684,0.0377,26767.02044,1.676548245,1226.009722,2.572454879,1725.946666,40260.25838
14.03,729581.4378,1028504.315,0.477986932,11.74662429,0.000128887,0.185870999,3.971587923,0.147811279,27.85550206,0.00092101,0.0377,26756.73181,1.676547984,1226.013055,2.572301102,1725.285277,40277.50992
14.04,729302.1515,1027984.658,0.477794755,11.75140311,0.000124871,0.185807351,3.973446302,0.14786867,27.82269304,0.000920338,0.0377,26746.45376,1.676547724,1226.01638,2.572147518,1724.624565,40294.76409
14.05,729023.1394,1027465.58,0.477602784,11.75618019,0.000120857,0.185743762,3.97530407,0.147926063,27.78993744,0.000919666,0.0377,26736.18585,1.676547465,1226.019698,2.571994108,1723.964501,40312.00242
14.06,728744.4118,1026947.179,0.47741101,11.76095516,0.000116844,0.185680229,3.977161177,0.14798346,27.75723467,0.000918994,0.0377,26725.92848,1.676547206,1226.023009,2.571840889,1723.305111,40329.24338
14.07,728465.9574,1026429.353,0.477219442,11.76572841,0.000112833,0.185616754,3.979017675,0.148040859,27.72458509,0.000918324,0.0377,26715.68122,1.676546947,1226.026313,2.571687845,1722.646368,40346.46852
14.08,728187.7866,1025912.203,0.47702807,11.77049955,0.000108824,0.185553336,3.980873513,0.148098261,27.69198811,0.000917655,0.0377,26705.44448,1.676546689,1226.02961,2.571534991,1721.988296,40363.69631
14.09,727909.8881,1025395.626,0.476836902,11.77526897,0.000104816,0.185489976,3.982728742,0.148155666,27.65944411,0.000916986,0.0377,26695.21781,1.676546432,1226.0329,2.57138231,1721.330869,40380.90829
14.1,727632.2723,1024879.721,0.47664593,11.78003629,0.00010081,0.185426673,3.984583312,0.148213074,27.62695249,0.000916318,0.0377,26685.00161,1.676546175,1226.036182,2.57122982,1720.674111,40398.12293
14.11,727354.9279,1024364.388,0.476455162,11.78480189,9.68E-05,0.185363427,3.986437276,0.148270484,27.59451362,0.000915651,0.0377,26674.79546,1.676545918,1226.039458,2.571077502,1720.017995,40415.32178
14.12,727077.8652,1023849.725,0.476264589,11.78956539,9.28E-05,0.185300238,3.988290581,0.148327898,27.56212692,0.000914984,0.0377,26664.59974,1.676545662,1226.042726,2.570925374,1719.362547,40432.52329
14.13,726801.073,1023335.63,0.476074219,11.79432718,8.88E-05,0.185237107,3.990143281,0.148385314,27.52979275,0.000914318,0.0377,26654.41404,1.676545407,1226.045988,2.570773418,1718.707739,40449.70903
14.14,726524.5617,1022822.203,0.475884044,11.79908688,8.48E-05,0.185174031,3.991995323,0.148442733,27.49751052,0.000913654,0.0377,26644.23874,1.676545152,1226.049242,2.570621651,1718.053596,40466.89745
14.15,726248.32,1022309.343,0.475694071,11.80384486,8.08E-05,0.185111013,3.993846761,0.148500155,27.46528061,0.000912989,0.0377,26634.07342,1.676544898,1226.05249,2.570470055,1717.400091,40484.0701
14.16,725972.3583,1021797.148,0.475504292,11.80860076,7.68E-05,0.185048051,3.995697544,0.14855758,27.43310243,0.000912326,0.0377,26623.91846,1.676544644,1226.05573,2.570318648,1716.747249,40501.24545
14.17,725696.6653,1021285.518,0.475314715,11.81335495,7.28E-05,0.184985147,3.997547723,0.148615008,27.40097634,0.000911664,0.0377,26613.77346,1.676544391,1226.058964,2.570167412,1716.095043,40518.40505
14.18,725421.2513,1020774.55,0.475125331,11.81810706,6.88E-05,0.184922298,3.999397247,0.148672439,27.36890176,0.000911002,0.0377,26603.63879,1.676544138,1226.06219,2.570016363,1715.443498,40535.56736
14.19,725146.1052,1020264.145,0.474936148,11.82285746,6.48E-05,0.184859506,4.001246169,0.148729873,27.33687906,0.000910341,0.0377,26593.51403,1.676543886,1226.06541,2.569865485,1714.792587,40552.71392
14.2,724871.2372,1019754.4,0.474747158,11.82760578,6.08E-05,0.18479677,4.003094437,0.148787309,27.30490767,0.000909681,0.0377,26583.39957,1.676543634,1226.068622,2.569714794,1714.142334,40569.86321
14.21,724596.6362,1019245.215,0.474558368,11.8323524,5.68E-05,0.184734091,4.004942104,0.148844749,27.27298793,0.000909021,0.0377,26573.29499,1.676543383,1226.071828,2.569564273,1713.492713,40586.99677
14.22,724322.3124,1018736.688,0.47436977,11.83709695,5.29E-05,0.184671467,4.006789119,0.148902191,27.24111929,0.000908362,0.0377,26563.20068,1.676543132,1226.075026,2.569413938,1712.843749,40604.13307
14.23,724048.2548,1018228.719,0.474181371,11.8418398,4.89E-05,0.184608901,4.008635534,0.148959636,27.20930208,0.000907704,0.0377,26553.11622,1.676542882,1226.078218,2.569263773,1712.195415,40621.25365
14.24,723774.4734,1017721.405,0.473993164,11.84658058,4.49E-05,0.184546389,4.010481298,0.149017084,27.17753576,0.000907047,0.0377,26543.04199,1.676542632,1226.081403,2.569113794,1711.547735,40638.37698
14.25,723500.9574,1017214.647,0.473805156,11.85131966,4.09E-05,0.184483934,4.012326462,0.149074535,27.14582067,0.000906391,0.0377,26532.97758,1.676542383,1226.084581,2.568963983,1710.900682,40655.4846
14.26,723227.7167,1016708.543,0.473617339,11.85605668,3.69E-05,0.184421535,4.014170976,0.149131989,27.11415624,0.000905735,0.0377,26522.92336,1.676542135,1226.087751,2.568814358,1710.254282,40672.59499
14.27,722954.7406,1016202.992,0.47342972,11.86079201,3.29E-05,0.184359192,4.016014893,0.149189445,27.08254283,0.00090508,0.0377,26512.87893,1.676541886,1226.090916,2.568664901,1709.608508,40689.68969
14.28,722682.0388,1015698.092,0.473242291,11.86552528,2.90E-05,0.184296903,4.01785816,0.149246905,27.05097988,0.000904426,0.0377,26502.84466,1.676541639,1226.094073,2.568515628,1708.963384,40706.78717
14.29,722409.6007,1015193.744,0.473055059,11.87025685,2.50E-05,0.184234671,4.019700831,0.149304367,27.01946774,0.000903773,0.0377,26492.82014,1.676541391,1226.097223,2.568366523,1708.318883,40723.86896
14.3,722137.4362,1014690.044,0.472868017,11.87498638,2.10E-05,0.184172494,4.021542854,0.149361832,26.98800584,0.00090312,0.0377,26482.80575,1.676541145,1226.100366,2.568217602,1707.675031,40740.95355
14.31,721865.5345,1014186.893,0.472681173,11.87971422,1.70E-05,0.184110373,4.023384281,0.1494193,26.95659454,0.000902468,0.0377,26472.80109,1.676540898,1226.103503,2.568068849,1707.0318,40758.02246
14.32,721593.9054,1013684.389,0.472494516,11.88444,1.31E-05,0.184048307,4.025225062,0.149476771,26.92523329,0.000901817,0.0377,26462.80652,1.676540652,1226.106632,2.567920278,1706.389215,40775.09418
14.33,721322.5383,1013182.431,0.472308057,11.88916411,9.11E-06,0.183986297,4.027065247,0.149534245,26.89392241,0.000901167,0.0377,26452.82164,1.676540407,1226.109755,2.567771875,1705.74725,40792.15025
14.34,721051.443,1012681.118,0.472121785,11.89388616,5.14E-06,0.183924341,4.028904788,0.149591722,26.86266138,0.000900517,0.0377,26442.84682,1.676540162,1226.112871,2.567623654,1705.105928,40809.20913
14.35,720780.6088,1012180.349,0.471935709,11.89860654,1.17E-06,0.183862441,4.030743734,0.149649201,26.83145052,0.000899868,0.0377,26432.88166,1.676539918,1226.115981,2.567475599,1704.465225,40826.25237
14.36,720510.0455,1011680.223,0.471749821,11.90332488,-2.79E-06,0.183800595,4.032582037,0.149706684,26.8002893,0.00089922,0.0377,26422.92652,1.676539674,1226.119083,2.567327727,1703.825163,40843.29844
