time [s],Chamber Pressure [Pa],Tank Pressure [Pa],Gas Tank Pressure [Pa],Oxidizer Mass Flow Rate [kg/s],Oxidizer mass consumption [kg],Oxidizer Residual Volume [m^3],Gas volume flow rate [m^3],Fuel mass flow rate [kg/s],Fuel Mass Consumption [kg],Fuel Port Diameter [m],Oxidizer Mass Flux [kg/m^2/s],Fuel Regression Rate [m/s],Nozzle Throat Diameter [m],Nozzle Exit Pressure [Pa],Thrust Coefficient,Specific Exhaust Velocity [m/s],O/F,Thrust [N],Total Impulse [N-s]
,Pc,Pt,Pg,mox,Mox,Vox,vg,mf,Mf,Df,Gox,r,Dt,Pe,CF,cstr,of,F,I
1.18,2398756.398,5000000,11388183.52,1.779853862,2.097333554,0.010237535,1.50E-05,0.492061559,0.586118774,0.076385318,388.395942,0.004718131,0.0377,88203.33762,1.462389426,1178.455897,3.617320171,4947.893425,5858.358321
1.19,2398638.914,5000000,11357702.3,1.779894061,2.115132293,0.010222578,1.50E-05,0.491985278,0.591039008,0.076439137,387.8579706,0.004714078,0.0377,88199.28105,1.462379498,1178.416875,3.617962765,4947.617503,5907.83523
1.2,2398521.524,5000000,11327223.93,1.779934226,2.132931435,0.010207621,1.50E-05,0.491909057,0.59595848,0.076492959,387.3210937,0.004710031,0.0377,88195.22805,1.462369578,1178.377883,3.618605047,4947.341805,5957.310672
1.21,2398404.228,5000000,11296747.06,1.779974358,2.150730978,0.010192663,1.50E-05,0.491832896,0.600877189,0.076546784,386.7853084,0.00470599,0.0377,88191.1786,1.462359665,1178.338922,3.619247016,4947.06633,6006.782067
1.22,2398287.027,5000000,11266273.05,1.780014457,2.168530922,0.010177705,1.50E-05,0.491756796,0.605795138,0.076600611,386.2506116,0.004701956,0.0377,88187.13271,1.46234976,1178.299992,3.619888675,4946.791078,6056.251999
1.23,2398169.919,5000000,11235800.54,1.780054524,2.186331267,0.010162747,1.50E-05,0.491680755,0.610712325,0.076654441,385.7170005,0.004697927,0.0377,88183.09036,1.462339863,1178.261093,3.620530022,4946.516049,6105.71789
1.24,2398052.904,5000000,11205330.9,1.780094557,2.204132012,0.010147788,1.50E-05,0.491604775,0.615628753,0.076708274,385.1844722,0.004693905,0.0377,88179.05156,1.462329973,1178.222225,3.621171059,4946.241242,6155.182321
1.25,2397935.983,5000000,11174862.75,1.780134557,2.221933158,0.010132829,1.50E-05,0.491528854,0.620544421,0.076762109,384.6530237,0.004689889,0.0377,88175.01631,1.462320091,1178.183387,3.621811785,4945.966656,6204.642715
1.26,2397819.155,5000000,11144397.47,1.780174525,2.239734703,0.01011787,1.50E-05,0.491452994,0.62545933,0.076815947,384.1226521,0.004685878,0.0377,88170.98459,1.462310217,1178.14458,3.622452202,4945.692291,6254.101655
1.27,2397702.42,5000000,11113933.69,1.78021446,2.257536648,0.01010291,1.50E-05,0.491377193,0.630373481,0.076869788,383.5933545,0.004681874,0.0377,88166.9564,1.46230035,1178.105803,3.623092309,4945.418147,6303.556562
1.28,2397585.777,5000000,11083472.77,1.780254362,2.275338992,0.01008795,1.50E-05,0.491301451,0.635286874,0.076923632,383.0651282,0.004677876,0.0377,88162.93175,1.462290491,1178.067057,3.623732106,4945.144223,6353.010019
1.29,2397469.227,5000000,11053013.36,1.780294232,2.293141735,0.01007299,1.50E-05,0.49122577,0.64019951,0.076977478,382.5379701,0.004673883,0.0377,88158.91062,1.46228064,1178.028341,3.624371596,4944.870518,6402.459447
1.3,2397352.769,5000000,11022556.81,1.780334069,2.310944877,0.01005803,1.50E-05,0.491150148,0.64511139,0.077031327,382.0118774,0.004669897,0.0377,88154.89301,1.462270796,1177.989655,3.625010776,4944.597033,6451.90743
1.31,2397236.404,5000000,10992101.78,1.780373874,2.328748416,0.010043069,1.50E-05,0.491074585,0.650022514,0.077085178,381.4868474,0.004665917,0.0377,88150.87892,1.46226096,1177.950999,3.625649649,4944.323767,6501.351388
1.32,2397120.13,5000000,10961649.6,1.780413646,2.346552354,0.010028107,1.50E-05,0.490999082,0.654932882,0.077139033,380.962877,0.004661942,0.0377,88146.86835,1.462251131,1177.912373,3.626288215,4944.050719,6550.793906
1.33,2397003.948,5000000,10931198.94,1.780453386,2.364356689,0.010013146,1.50E-05,0.490923637,0.659842495,0.077192889,380.4399636,0.004657974,0.0377,88142.86129,1.46224131,1177.873777,3.626926473,4943.777889,6600.232403
1.34,2396887.857,5000000,10900751.14,1.780493094,2.382161422,0.009998184,1.50E-05,0.490848253,0.664751355,0.077246749,379.9181042,0.004654011,0.0377,88138.85774,1.462231496,1177.83521,3.627564424,4943.505277,6649.669464
1.35,2396771.858,5000000,10870304.86,1.78053277,2.399966551,0.009983221,1.50E-05,0.490772927,0.669659461,0.077300611,379.3972961,0.004650055,0.0377,88134.85768,1.46222169,1177.796674,3.628202069,4943.232881,6699.10251
1.36,2396655.95,5000000,10839861.44,1.780572414,2.417772077,0.009968259,1.50E-05,0.49069766,0.674566813,0.077354476,378.8775365,0.004646104,0.0377,88130.86113,1.462211892,1177.758167,3.628839408,4942.960702,6748.534123
1.37,2396540.132,5000000,10809419.54,1.780612025,2.435577999,0.009953296,1.50E-05,0.490622452,0.679473414,0.077408344,378.3588225,0.004642159,0.0377,88126.86807,1.462202101,1177.719689,3.629476442,4942.688739,6797.961724
1.38,2396424.406,5000000,10778980.5,1.780651605,2.453384317,0.009938333,1.50E-05,0.490547303,0.684379263,0.077462215,377.8411514,0.00463822,0.0377,88122.8785,1.462192318,1177.681241,3.63011317,4942.416992,6847.387898
1.39,2396308.769,5000000,10748542.98,1.780691153,2.471191031,0.009923369,1.50E-05,0.490472212,0.68928436,0.077516088,377.3245204,0.004634287,0.0377,88118.89242,1.462182542,1177.642823,3.630749593,4942.14546,6896.810065
1.4,2396193.223,5000000,10718108.33,1.780730669,2.48899814,0.009908405,1.50E-05,0.490397181,0.694188707,0.077569964,376.8089267,0.00463036,0.0377,88114.90982,1.462172773,1177.604434,3.631385712,4941.874143,6946.230808
1.41,2396077.767,5000000,10687675.2,1.780770154,2.506805644,0.009893441,1.50E-05,0.490322208,0.699092304,0.077623842,376.2943676,0.004626439,0.0377,88110.93069,1.462163013,1177.566073,3.632021526,4941.603041,6995.647549
1.42,2395962.401,5000000,10657244.94,1.780809606,2.524613543,0.009878476,1.50E-05,0.490247293,0.703995152,0.077677723,375.7808403,0.004622523,0.0377,88106.95504,1.462153259,1177.527742,3.632657037,4941.332152,7045.062869
1.43,2395847.125,5000000,10626816.2,1.780849028,2.542421837,0.009863511,1.50E-05,0.490172437,0.70889725,0.077731607,375.2683421,0.004618614,0.0377,88102.98286,1.462143513,1177.48944,3.633292245,4941.061476,7094.474192
1.44,2395731.938,5000000,10596390.33,1.780888417,2.560230524,0.009848546,1.50E-05,0.490097639,0.7137986,0.077785494,374.7568702,0.00461471,0.0377,88099.01414,1.462133775,1177.451167,3.633927149,4940.791014,7143.8841
1.45,2395616.841,5000000,10565965.97,1.780927776,2.578039605,0.00983358,1.50E-05,0.4900229,0.718699203,0.077839383,374.2464219,0.004610812,0.0377,88095.04888,1.462124044,1177.412923,3.634561751,4940.520764,7193.290013
1.46,2395501.833,5000000,10535544.5,1.780967103,2.595849079,0.009818614,1.50E-05,0.489948219,0.723599059,0.077893275,373.7369946,0.00460692,0.0377,88091.08708,1.462114321,1177.374707,3.635196051,4940.250726,7242.694516
1.47,2395386.913,5000000,10505124.54,1.781006398,2.613658947,0.009803648,1.50E-05,0.489873596,0.728498168,0.07794717,373.2285855,0.004603033,0.0377,88087.12872,1.462104605,1177.33652,3.635830049,4939.9809,7292.095029
1.48,2395272.082,5000000,10474707.47,1.781045663,2.631469207,0.009788681,1.50E-05,0.48979903,0.733396531,0.078001067,372.7211919,0.004599152,0.0377,88083.17382,1.462094896,1177.298362,3.636463745,4939.711286,7341.494134
1.49,2395157.34,5000000,10444291.91,1.781084896,2.64927986,0.009773714,1.50E-05,0.489724523,0.738294149,0.078054967,372.2148111,0.004595277,0.0377,88079.22235,1.462085195,1177.260232,3.637097141,4939.441882,7390.889255
1.5,2395042.686,5000000,10413879.23,1.781124098,2.667090905,0.009758747,1.50E-05,0.489650074,0.743191021,0.07810887,371.7094404,0.004591408,0.0377,88075.27433,1.462075501,1177.222131,3.637730235,4939.172688,7440.282973
1.51,2394928.121,5000000,10383468.07,1.781163269,2.684902342,0.00974378,1.50E-05,0.489575682,0.74808715,0.078162775,371.2050773,0.004587544,0.0377,88071.32973,1.462065815,1177.184058,3.63836303,4938.903704,7489.672709
1.52,2394813.643,5000000,10353059.8,1.781202409,2.70271417,0.009728812,1.50E-05,0.489501349,0.752982535,0.078216683,370.7017189,0.004583686,0.0377,88067.38857,1.462056136,1177.146013,3.638995524,4938.63493,7539.061048
1.53,2394699.253,5000000,10322653.05,1.781241518,2.72052639,0.009713843,1.50E-05,0.489427072,0.757877177,0.078270594,370.1993627,0.004579834,0.0377,88063.45083,1.462046464,1177.107996,3.639627719,4938.366365,7588.445409
1.54,2394584.95,5000000,10292249.18,1.781280597,2.738339,0.009698875,1.50E-05,0.489352854,0.762771077,0.078324508,369.6980061,0.004575988,0.0377,88059.5165,1.4620368,1177.070007,3.640259614,4938.098009,7637.828376
1.55,2394470.735,5000000,10261846.83,1.781319644,2.756152002,0.009683906,1.50E-05,0.489278693,0.767664235,0.078378424,369.1976463,0.004572147,0.0377,88055.58559,1.462027144,1177.032046,3.640891211,4937.829861,7687.20737
1.56,2394356.607,5000000,10231447.37,1.781358661,2.773965393,0.009668937,1.50E-05,0.489204589,0.772556651,0.078432343,368.6982808,0.004568312,0.0377,88051.65809,1.462017494,1176.994114,3.641522509,4937.56192,7736.584973
1.57,2394242.566,5000000,10201049.44,1.781397648,2.791779175,0.009653967,1.50E-05,0.489130542,0.777448327,0.078486264,368.1999069,0.004564482,0.0377,88047.734,1.462007852,1176.956209,3.642153509,4937.294187,7785.958609
1.58,2394128.612,5000000,10170654.39,1.781436604,2.809593346,0.009638997,1.50E-05,0.489056553,0.782339262,0.078540189,367.7025221,0.004560658,0.0377,88043.8133,1.461998218,1176.918331,3.642784211,4937.026661,7835.330858
1.59,2394014.745,5000000,10140260.87,1.781475529,2.827407907,0.009624027,1.50E-05,0.488982621,0.787229458,0.078594116,367.2061237,0.00455684,0.0377,88039.896,1.46198859,1176.880481,3.643414616,4936.759341,7884.699143
1.6,2393900.964,5000000,10109870.23,1.781514424,2.845222857,0.009609056,1.50E-05,0.488908746,0.792118915,0.078648045,366.7107092,0.004553028,0.0377,88035.98209,1.46197897,1176.842659,3.644044724,4936.492227,7934.066045
1.61,2393787.269,5000000,10079481.12,1.781553288,2.863038195,0.009594086,1.50E-05,0.488834928,0.797007633,0.078701978,366.2162759,0.004549221,0.0377,88032.07156,1.461969357,1176.804865,3.644674535,4936.225319,7983.428988
1.62,2393673.66,5000000,10049094.91,1.781592122,2.880853922,0.009579114,1.50E-05,0.488761167,0.801895613,0.078755913,365.7228213,0.004545419,0.0377,88028.16442,1.461959752,1176.767097,3.64530405,4935.958616,8032.790552
1.63,2393560.137,5000000,10018710.22,1.781630926,2.898670037,0.009564143,1.50E-05,0.488687463,0.806782856,0.078809851,365.2303429,0.004541623,0.0377,88024.26065,1.461950154,1176.729357,3.645933269,4935.692118,8082.148161
1.64,2393446.7,5000000,9988328.419,1.7816697,2.916486541,0.009549171,1.50E-05,0.488613815,0.811669363,0.078863791,364.738838,0.004537833,0.0377,88020.36025,1.461940563,1176.691644,3.646562192,4935.425824,8131.504395
1.65,2393333.348,5000000,9957948.152,1.781708444,2.934303431,0.009534199,1.50E-05,0.488540224,0.816555133,0.078917734,364.2483041,0.004534048,0.0377,88016.46322,1.461930979,1176.653959,3.64719082,4935.159734,8180.856678
1.66,2393220.081,5000000,9927570.777,1.781747158,2.952120709,0.009519226,1.50E-05,0.48846669,0.821440167,0.07897168,363.7587387,0.004530269,0.0377,88012.56954,1.461921403,1176.6163,3.647819153,4934.893847,8230.207591
1.67,2393106.9,5000000,9897194.934,1.781785842,2.969938374,0.009504253,1.50E-05,0.488393212,0.826324467,0.079025629,363.2701393,0.004526495,0.0377,88008.67923,1.461911834,1176.578668,3.648447192,4934.628164,8279.554556
1.68,2392993.804,5000000,9866821.984,1.781824495,2.987756426,0.00948928,1.50E-05,0.488319791,0.831208032,0.07907958,362.7825033,0.004522727,0.0377,88004.79226,1.461902272,1176.541064,3.649074937,4934.362683,8328.900155
1.69,2392880.792,5000000,9836450.567,1.781863119,3.005574864,0.009474307,1.50E-05,0.488246426,0.836090863,0.079133534,362.2958281,0.004518964,0.0377,88000.90864,1.461892718,1176.503486,3.649702388,4934.097405,8378.24181
1.7,2392767.865,5000000,9806082.046,1.781901714,3.023393688,0.009459333,1.50E-05,0.488173118,0.840972961,0.079187491,361.8101114,0.004515207,0.0377,87997.02836,1.46188317,1176.465934,3.650329545,4933.832328,8427.582104
1.71,2392655.022,5000000,9775715.059,1.781940278,3.041212898,0.009444359,1.50E-05,0.488099865,0.845854326,0.07924145,361.3253506,0.004511456,0.0377,87993.15142,1.46187363,1176.42841,3.65095641,4933.567452,8476.918457
1.72,2392542.264,5000000,9745350.968,1.781978813,3.059032494,0.009429384,1.50E-05,0.488026669,0.850734958,0.079295412,360.8415432,0.004507709,0.0377,87989.2778,1.461864097,1176.390912,3.651582982,4933.302778,8526.253453
1.73,2392429.589,5000000,9714988.414,1.782017319,3.076852475,0.00941441,1.50E-05,0.487953529,0.855614859,0.079349377,360.3586867,0.004503969,0.0377,87985.40752,1.461854571,1176.35344,3.652209261,4933.038304,8575.584513
1.74,2392316.998,5000000,9684628.757,1.782055794,3.09467284,0.009399435,1.50E-05,0.487880445,0.860494029,0.079403345,359.8767786,0.004500233,0.0377,87981.54055,1.461845053,1176.315995,3.652835249,4932.77403,8624.91422
1.75,2392204.491,5000000,9654270.638,1.782094241,3.11249359,0.009384459,1.50E-05,0.487807417,0.865372468,0.079457315,359.3958166,0.004496503,0.0377,87977.6769,1.461835541,1176.278576,3.653460945,4932.509955,8674.239995
1.76,2392092.068,5000000,9623915.417,1.782132658,3.130314725,0.009369483,1.50E-05,0.487734444,0.870250177,0.079511288,358.915798,0.004492779,0.0377,87973.81655,1.461826037,1176.241184,3.654086349,4932.24608,8723.56442
1.77,2391979.728,5000000,9593561.736,1.782171046,3.148136243,0.009354507,1.50E-05,0.487661528,0.875127157,0.079565263,358.4367205,0.00448906,0.0377,87969.95952,1.46181654,1176.203817,3.654711463,4931.982404,8772.884917
1.78,2391867.471,5000000,9563210.955,1.782209404,3.165958146,0.009339531,1.50E-05,0.487588667,0.880003408,0.079619241,357.9585817,0.004485346,0.0377,87966.10578,1.46180705,1176.166477,3.655336286,4931.718927,8822.204069
1.79,2391755.296,5000000,9532861.714,1.782247733,3.183780431,0.009324554,1.50E-05,0.487515861,0.884878931,0.079673222,357.481379,0.004481638,0.0377,87962.25533,1.461797567,1176.129162,3.655960819,4931.455647,8871.519296
1.8,2391643.205,5000000,9502515.375,1.782286033,3.2016031,0.009309577,1.50E-05,0.487443112,0.889753726,0.079727206,357.0051101,0.004477935,0.0377,87958.40818,1.461788091,1176.091874,3.656585063,4931.192565,8920.833182
1.81,2391531.196,5000000,9472170.578,1.782324304,3.219426152,0.0092946,1.50E-05,0.487370417,0.894627793,0.079781192,356.5297725,0.004474238,0.0377,87954.56431,1.461778622,1176.054611,3.657209016,4930.92968,8970.143148
1.82,2391419.27,5000000,9441828.684,1.782362546,3.237249586,0.009279622,1.50E-05,0.487297778,0.899501134,0.079835181,356.0553639,0.004470546,0.0377,87950.72372,1.461769161,1176.017374,3.657832681,4930.666992,9019.451776
1.83,2391307.425,5000000,9411488.332,1.78240076,3.255073403,0.009264644,1.50E-05,0.487225195,0.904373749,0.079889173,355.5818818,0.004466859,0.0377,87946.8864,1.461759706,1175.980163,3.658456057,4930.404501,9068.756489
1.84,2391195.663,5000000,9381150.886,1.782438944,3.272897601,0.009249666,1.50E-05,0.487152666,0.909245638,0.079943168,355.1093238,0.004463177,0.0377,87943.05235,1.461750259,1175.942978,3.659079144,4930.142205,9118.059867
1.85,2391083.983,5000000,9350814.983,1.782477099,3.290722182,0.009234687,1.50E-05,0.487080193,0.914116802,0.079997165,354.6376876,0.004459501,0.0377,87939.22156,1.461740818,1175.905818,3.659701943,4929.880105,9167.359333
1.86,2390972.384,5000000,9320481.986,1.782515226,3.308547143,0.009219708,1.50E-05,0.487007775,0.918987242,0.080051165,354.1669707,0.00445583,0.0377,87935.39403,1.461731385,1175.868683,3.660324455,4929.6182,9216.65747
1.87,2390860.867,5000000,9290150.535,1.782553324,3.326372486,0.009204729,1.50E-05,0.486935412,0.923856958,0.080105167,353.6971708,0.004452165,0.0377,87931.56975,1.461721959,1175.831574,3.660946679,4929.35649,9265.951698
1.88,2390749.432,5000000,9259821.991,1.782591393,3.34419821,0.009189749,1.50E-05,0.486863103,0.928725951,0.080159173,353.2282855,0.004448505,0.0377,87927.74872,1.461712539,1175.79449,3.661568616,4929.094974,9315.2446
1.89,2390638.077,5000000,9229494.994,1.782629434,3.362024314,0.009174769,1.50E-05,0.48679085,0.93359422,0.08021318,352.7603125,0.00444485,0.0377,87923.93093,1.461703127,1175.757431,3.662190267,4928.833652,9364.533598
1.9,2390526.804,5000000,9199170.906,1.782667446,3.379850798,0.009159789,1.50E-05,0.486718652,0.938461768,0.080267191,352.2932494,0.0044412,0.0377,87920.11638,1.461693722,1175.720398,3.662811631,4928.572524,9413.821274
1.91,2390415.611,5000000,9168848.366,1.78270543,3.397677663,0.009144809,1.50E-05,0.486646508,0.943328594,0.080321204,351.8270939,0.004437556,0.0377,87916.30505,1.461684323,1175.683389,3.663432709,4928.311589,9463.105049
1.92,2390304.499,5000000,9138528.736,1.782743386,3.415504907,0.009129828,1.50E-05,0.486574418,0.948194698,0.080375221,351.3618436,0.004433916,0.0377,87912.49695,1.461674932,1175.646406,3.664053501,4928.050847,9512.387506
1.93,2390193.467,5000000,9108210.655,1.782781313,3.43333253,0.009114847,1.50E-05,0.486502384,0.953060082,0.080429239,350.8974962,0.004430282,0.0377,87908.69208,1.461665548,1175.609447,3.664674008,4927.790297,9561.666067
1.94,2390082.516,5000000,9077895.486,1.782819211,3.451160533,0.009099865,1.50E-05,0.486430404,0.957924746,0.080483261,350.4340493,0.004426654,0.0377,87904.89041,1.46165617,1175.572514,3.665294231,4927.529939,9610.943313
1.95,2389971.645,5000000,9047581.868,1.782857082,3.468988914,0.009084883,1.50E-05,0.486358478,0.96278869,0.080537285,349.9715008,0.00442303,0.0377,87901.09196,1.4616468,1175.535605,3.665914168,4927.269772,9660.216666
1.96,2389860.854,5000000,9017271.162,1.782894925,3.486817674,0.009069901,1.50E-05,0.486286606,0.967651916,0.080591312,349.5098482,0.004419412,0.0377,87897.29671,1.461637436,1175.498721,3.666533821,4927.009797,9709.488709
1.97,2389750.143,5000000,8986962.008,1.782932739,3.504646813,0.009054919,1.50E-05,0.486214789,0.972514423,0.080645341,349.0490893,0.004415799,0.0377,87893.50466,1.46162808,1175.461861,3.667153191,4926.750012,9758.756863
1.98,2389639.511,5000000,8956655.769,1.782970525,3.522476329,0.009039936,1.50E-05,0.486143026,0.977376212,0.080699374,348.5892217,0.004412191,0.0377,87889.7158,1.46161873,1175.425026,3.667772276,4926.490418,9808.02371
1.99,2389528.959,5000000,8926351.083,1.783008284,3.540306223,0.009024953,1.50E-05,0.486071317,0.982237283,0.080753409,348.1302433,0.004408588,0.0377,87885.93012,1.461609387,1175.388216,3.668391079,4926.231014,9857.286672
2,2389418.486,5000000,8896049.312,1.783046014,3.558136495,0.009009969,1.50E-05,0.485999663,0.987097638,0.080807446,347.6721516,0.004404991,0.0377,87882.14763,1.461600051,1175.351429,3.669009599,4925.971799,9906.548331
2.01,2389308.092,5000000,8865749.096,1.783083717,3.575967143,0.008994986,1.50E-05,0.485928062,0.991957277,0.080861487,347.2149445,0.004401398,0.0377,87878.36832,1.461590722,1175.314668,3.669627835,4925.712774,9955.806108
2.02,2389197.777,5000000,8835451.797,1.783121392,3.593798169,0.008980002,1.50E-05,0.485856515,0.9968162,0.08091553,346.7586197,0.004397811,0.0377,87874.59217,1.4615814,1175.27793,3.67024579,4925.453937,10005.06259
2.03,2389087.541,5000000,8805156.053,1.783159039,3.611629571,0.008965017,1.50E-05,0.485785022,1.001674407,0.080969575,346.3031749,0.004394229,0.0377,87870.8192,1.461572084,1175.241217,3.670863463,4925.195289,10054.31519
